2024-10-06 18:23:10,354 - INFO - Début de la mise à jour des 2618 lignes.
2024-10-06 18:23:25,329 - INFO - Succès : Mise à jour effectuée pour Latitude 45.209365999758, Longitude 6.4803260000502
2024-10-06 18:23:25,330 - INFO - Ligne 974/2618 : Mise à jour de la date et heure pour 49.4983000002172, 0.142706000420907
2024-10-06 18:23:25,341 - INFO - Succès : Mise à jour effectuée pour Latitude 49.4983000002172, Longitude 0.142706000420907
2024-10-06 18:23:25,342 - INFO - Ligne 975/2618 : Mise à jour de la date et heure pour -20.9286860002722, 55.332580000197
2024-10-06 18:23:25,355 - INFO - Succès : Mise à jour effectuée pour Latitude -20.9286860002722, Longitude 55.332580000197
2024-10-06 18:23:25,356 - INFO - Ligne 976/2618 : Mise à jour de la date et heure pour 43.6095999998392, 3.89877999986526
2024-10-06 18:23:25,408 - INFO - Succès : Mise à jour effectuée pour Latitude 43.6095999998392, Longitude 3.89877999986526
2024-10-06 18:23:25,409 - INFO - Ligne 977/2618 : Mise à jour de la date et heure pour 49.5121459997653, 0.539035999647474
2024-10-06 18:23:25,424 - INFO - Succès : Mise à jour effectuée pour Latitude 49.5121459997653, Longitude 0.539035999647474
2024-10-06 18:23:25,424 - INFO - Ligne 978/2618 : Mise à jour de la date et heure pour 43.6757999997234, 4.08838000027485
2024-10-06 18:23:25,438 - INFO - Succès : Mise à jour effectuée pour Latitude 43.6757999997234, Longitude 4.08838000027485
2024-10-06 18:23:25,439 - INFO - Ligne 979/2618 : Mise à jour de la date et heure pour 45.5358300002512, 6.47111100011901
2024-10-06 18:23:25,454 - INFO - Succès : Mise à jour effectuée pour Latitude 45.5358300002512, Longitude 6.47111100011901
2024-10-06 18:23:25,455 - INFO - Ligne 980/2618 : Mise à jour de la date et heure pour 48.5654449997811, 6.12957799966176
2024-10-06 18:23:25,468 - INFO - Succès : Mise à jour effectuée pour Latitude 48.5654449997811, Longitude 6.12957799966176
2024-10-06 18:23:25,469 - INFO - Ligne 981/2618 : Mise à jour de la date et heure pour 43.5563740000902, 1.40396400025074
2024-10-06 18:23:25,482 - INFO - Succès : Mise à jour effectuée pour Latitude 43.5563740000902, Longitude 1.40396400025074
2024-10-06 18:23:25,483 - INFO - Ligne 982/2618 : Mise à jour de la date et heure pour 47.8202480001832, 7.53868299989303
2024-10-06 18:23:25,495 - INFO - Succès : Mise à jour effectuée pour Latitude 47.8202480001832, Longitude 7.53868299989303
2024-10-06 18:23:25,495 - INFO - Ligne 983/2618 : Mise à jour de la date et heure pour 49.1472239999556, 0.227221999667361
2024-10-06 18:23:25,508 - INFO - Succès : Mise à jour effectuée pour Latitude 49.1472239999556, Longitude 0.227221999667361
2024-10-06 18:23:25,508 - INFO - Ligne 984/2618 : Mise à jour de la date et heure pour 49.1472239999556, 0.227221999667361
2024-10-06 18:23:25,520 - INFO - Succès : Mise à jour effectuée pour Latitude 49.1472239999556, Longitude 0.227221999667361
2024-10-06 18:23:25,520 - INFO - Ligne 985/2618 : Mise à jour de la date et heure pour 49.1472239999556, 0.227221999667361
2024-10-06 18:23:25,532 - INFO - Succès : Mise à jour effectuée pour Latitude 49.1472239999556, Longitude 0.227221999667361
2024-10-06 18:23:25,532 - INFO - Ligne 986/2618 : Mise à jour de la date et heure pour 4.9208329998628, -52.3219449998772
2024-10-06 18:23:25,544 - INFO - Succès : Mise à jour effectuée pour Latitude 4.9208329998628, Longitude -52.3219449998772
2024-10-06 18:23:25,545 - INFO - Ligne 987/2618 : Mise à jour de la date et heure pour 43.6051000000284, 3.87463999993488
2024-10-06 18:23:25,556 - INFO - Succès : Mise à jour effectuée pour Latitude 43.6051000000284, Longitude 3.87463999993488
2024-10-06 18:23:25,557 - INFO - Ligne 988/2618 : Mise à jour de la date et heure pour 43.230278, 0.062222
2024-10-06 18:23:25,572 - INFO - Succès : Mise à jour effectuée pour Latitude 43.230278, Longitude 0.062222
2024-10-06 18:23:25,572 - INFO - Ligne 989/2618 : Mise à jour de la date et heure pour 44.800556, -0.588056
2024-10-06 18:23:25,588 - INFO - Succès : Mise à jour effectuée pour Latitude 44.800556, Longitude -0.588056
2024-10-06 18:23:25,589 - INFO - Ligne 990/2618 : Mise à jour de la date et heure pour 48.575985, 7.727478
2024-10-06 18:23:25,605 - INFO - Succès : Mise à jour effectuée pour Latitude 48.575985, Longitude 7.727478
2024-10-06 18:23:25,606 - INFO - Ligne 991/2618 : Mise à jour de la date et heure pour 43.6389642135529, 5.09999637937892
2024-10-06 18:23:25,621 - INFO - Succès : Mise à jour effectuée pour Latitude 43.6389642135529, Longitude 5.09999637937892
2024-10-06 18:23:25,622 - INFO - Ligne 992/2618 : Mise à jour de la date et heure pour 43.52404453793, 5.44957577219403
2024-10-06 18:23:25,638 - INFO - Succès : Mise à jour effectuée pour Latitude 43.52404453793, Longitude 5.44957577219403
2024-10-06 18:23:25,638 - INFO - Ligne 993/2618 : Mise à jour de la date et heure pour 43.3060996358468, 5.39579363613379
2024-10-06 18:23:25,654 - INFO - Succès : Mise à jour effectuée pour Latitude 43.3060996358468, Longitude 5.39579363613379
2024-10-06 18:23:25,654 - INFO - Ligne 994/2618 : Mise à jour de la date et heure pour 46.8148188300394, 2.61008200746779
2024-10-06 18:23:25,668 - INFO - Succès : Mise à jour effectuée pour Latitude 46.8148188300394, Longitude 2.61008200746779
2024-10-06 18:23:25,669 - INFO - Ligne 995/2618 : Mise à jour de la date et heure pour 43.6755544389705, 4.62861441719004
2024-10-06 18:23:25,681 - INFO - Succès : Mise à jour effectuée pour Latitude 43.6755544389705, Longitude 4.62861441719004
2024-10-06 18:23:25,682 - INFO - Ligne 996/2618 : Mise à jour de la date et heure pour 48.7314125600919, 1.36388514642015
2024-10-06 18:23:25,694 - INFO - Succès : Mise à jour effectuée pour Latitude 48.7314125600919, Longitude 1.36388514642015
2024-10-06 18:23:25,694 - INFO - Ligne 997/2618 : Mise à jour de la date et heure pour 46.6666401423631, 4.36666568034079
2024-10-06 18:23:25,708 - INFO - Succès : Mise à jour effectuée pour Latitude 46.6666401423631, Longitude 4.36666568034079
2024-10-06 18:23:25,708 - INFO - Ligne 998/2618 : Mise à jour de la date et heure pour 43.9335199525261, 5.71170417210011
2024-10-06 18:23:25,720 - INFO - Succès : Mise à jour effectuée pour Latitude 43.9335199525261, Longitude 5.71170417210011
2024-10-06 18:23:25,721 - INFO - Ligne 999/2618 : Mise à jour de la date et heure pour 43.9335199525261, 5.71170417210011
2024-10-06 18:23:25,734 - INFO - Succès : Mise à jour effectuée pour Latitude 43.9335199525261, Longitude 5.71170417210011
2024-10-06 18:23:25,734 - INFO - Ligne 1000/2618 : Mise à jour de la date et heure pour 43.361116575414, 5.0247175585697
2024-10-06 18:23:25,747 - INFO - Succès : Mise à jour effectuée pour Latitude 43.361116575414, Longitude 5.0247175585697
2024-10-06 18:23:25,747 - INFO - Ligne 1001/2618 : Mise à jour de la date et heure pour 47.2043914135194, -1.552827800129
2024-10-06 18:23:25,760 - INFO - Succès : Mise à jour effectuée pour Latitude 47.2043914135194, Longitude -1.552827800129
2024-10-06 18:23:25,760 - INFO - Ligne 1002/2618 : Mise à jour de la date et heure pour 47.9979271894844, 2.71951477537923
2024-10-06 18:23:25,773 - INFO - Succès : Mise à jour effectuée pour Latitude 47.9979271894844, Longitude 2.71951477537923
2024-10-06 18:23:25,773 - INFO - Ligne 1003/2618 : Mise à jour de la date et heure pour 47.9979271894844, 2.71951477537923
2024-10-06 18:23:25,788 - INFO - Succès : Mise à jour effectuée pour Latitude 47.9979271894844, Longitude 2.71951477537923
2024-10-06 18:23:25,789 - INFO - Ligne 1004/2618 : Mise à jour de la date et heure pour 50.7241878513227, 3.15906044389892
2024-10-06 18:23:25,809 - INFO - Succès : Mise à jour effectuée pour Latitude 50.7241878513227, Longitude 3.15906044389892
2024-10-06 18:23:25,810 - INFO - Ligne 1005/2618 : Mise à jour de la date et heure pour 45.8941939994635, 3.115056
2024-10-06 18:23:25,828 - INFO - Succès : Mise à jour effectuée pour Latitude 45.8941939994635, Longitude 3.115056
2024-10-06 18:23:25,829 - INFO - Ligne 1006/2618 : Mise à jour de la date et heure pour 47.9979809994662, 2.720156
2024-10-06 18:23:25,845 - INFO - Succès : Mise à jour effectuée pour Latitude 47.9979809994662, Longitude 2.720156
2024-10-06 18:23:25,845 - INFO - Ligne 1007/2618 : Mise à jour de la date et heure pour 51.0112059994752, 2.293056
2024-10-06 18:23:25,860 - INFO - Succès : Mise à jour effectuée pour Latitude 51.0112059994752, Longitude 2.293056
2024-10-06 18:23:25,860 - INFO - Ligne 1008/2618 : Mise à jour de la date et heure pour 50.3647189994728, 3.523611
2024-10-06 18:23:25,875 - INFO - Succès : Mise à jour effectuée pour Latitude 50.3647189994728, Longitude 3.523611
2024-10-06 18:23:25,876 - INFO - Ligne 1009/2618 : Mise à jour de la date et heure pour 45.2525809994632, 6.397014
2024-10-06 18:23:25,890 - INFO - Succès : Mise à jour effectuée pour Latitude 45.2525809994632, Longitude 6.397014
2024-10-06 18:23:25,890 - INFO - Ligne 1010/2618 : Mise à jour de la date et heure pour 48.347485698642, -1.20222432789
2024-10-06 18:23:25,902 - INFO - Succès : Mise à jour effectuée pour Latitude 48.347485698642, Longitude -1.20222432789
2024-10-06 18:23:25,903 - INFO - Ligne 1011/2618 : Mise à jour de la date et heure pour 43.6892899998647, 7.2420740002946
2024-10-06 18:23:25,915 - INFO - Succès : Mise à jour effectuée pour Latitude 43.6892899998647, Longitude 7.2420740002946
2024-10-06 18:23:25,915 - INFO - Ligne 1012/2618 : Mise à jour de la date et heure pour 43.6892899998647, 7.2420740002946
2024-10-06 18:23:25,927 - INFO - Succès : Mise à jour effectuée pour Latitude 43.6892899998647, Longitude 7.2420740002946
2024-10-06 18:23:25,927 - INFO - Ligne 1013/2618 : Mise à jour de la date et heure pour 47.3210799999773, -2.12732200005993
2024-10-06 18:23:25,939 - INFO - Succès : Mise à jour effectuée pour Latitude 47.3210799999773, Longitude -2.12732200005993
2024-10-06 18:23:25,939 - INFO - Ligne 1014/2618 : Mise à jour de la date et heure pour 47.3210799999773, -2.12732200005993
2024-10-06 18:23:25,952 - INFO - Succès : Mise à jour effectuée pour Latitude 47.3210799999773, Longitude -2.12732200005993
2024-10-06 18:23:25,953 - INFO - Ligne 1015/2618 : Mise à jour de la date et heure pour 48.1075100002573, -1.67983999987268
2024-10-06 18:23:25,965 - INFO - Succès : Mise à jour effectuée pour Latitude 48.1075100002573, Longitude -1.67983999987268
2024-10-06 18:23:25,965 - INFO - Ligne 1016/2618 : Mise à jour de la date et heure pour 43.7887499998263, 7.33238199962482
2024-10-06 18:23:25,977 - INFO - Succès : Mise à jour effectuée pour Latitude 43.7887499998263, Longitude 7.33238199962482
2024-10-06 18:23:25,977 - INFO - Ligne 1017/2618 : Mise à jour de la date et heure pour 43.5061499999714, 4.98289799968719
2024-10-06 18:23:25,989 - INFO - Succès : Mise à jour effectuée pour Latitude 43.5061499999714, Longitude 4.98289799968719
2024-10-06 18:23:25,990 - INFO - Ligne 1018/2618 : Mise à jour de la date et heure pour 49.1874199998884, 6.91086700017932
2024-10-06 18:23:26,004 - INFO - Succès : Mise à jour effectuée pour Latitude 49.1874199998884, Longitude 6.91086700017932
2024-10-06 18:23:26,005 - INFO - Ligne 1019/2618 : Mise à jour de la date et heure pour 49.1874199998884, 6.91086700017932
2024-10-06 18:23:26,019 - INFO - Succès : Mise à jour effectuée pour Latitude 49.1874199998884, Longitude 6.91086700017932
2024-10-06 18:23:26,020 - INFO - Ligne 1020/2618 : Mise à jour de la date et heure pour 47.9866069997269, -4.09765799995523
2024-10-06 18:23:26,035 - INFO - Succès : Mise à jour effectuée pour Latitude 47.9866069997269, Longitude -4.09765799995523
2024-10-06 18:23:26,036 - INFO - Ligne 1021/2618 : Mise à jour de la date et heure pour 50.5353849998623, 2.63569199974933
2024-10-06 18:23:26,053 - INFO - Succès : Mise à jour effectuée pour Latitude 50.5353849998623, Longitude 2.63569199974933
2024-10-06 18:23:26,055 - INFO - Ligne 1022/2618 : Mise à jour de la date et heure pour 14.6780249995922, -60.9390559996157
2024-10-06 18:23:26,071 - INFO - Succès : Mise à jour effectuée pour Latitude 14.6780249995922, Longitude -60.9390559996157
2024-10-06 18:23:26,072 - INFO - Ligne 1023/2618 : Mise à jour de la date et heure pour 46.1736200000662, 1.87302399978817
2024-10-06 18:23:26,086 - INFO - Succès : Mise à jour effectuée pour Latitude 46.1736200000662, Longitude 1.87302399978817
2024-10-06 18:23:26,087 - INFO - Ligne 1024/2618 : Mise à jour de la date et heure pour 45.6018999997678, 4.80220000011266
2024-10-06 18:23:26,101 - INFO - Succès : Mise à jour effectuée pour Latitude 45.6018999997678, Longitude 4.80220000011266
2024-10-06 18:23:26,102 - INFO - Ligne 1025/2618 : Mise à jour de la date et heure pour 45.6018999997678, 4.80220000011266
2024-10-06 18:23:26,114 - INFO - Succès : Mise à jour effectuée pour Latitude 45.6018999997678, Longitude 4.80220000011266
2024-10-06 18:23:26,115 - INFO - Ligne 1026/2618 : Mise à jour de la date et heure pour 48.1152100001935, -1.67308799988918
2024-10-06 18:23:26,128 - INFO - Succès : Mise à jour effectuée pour Latitude 48.1152100001935, Longitude -1.67308799988918
2024-10-06 18:23:26,128 - INFO - Ligne 1027/2618 : Mise à jour de la date et heure pour 45.564719999865, 5.92833299988358
2024-10-06 18:23:26,140 - INFO - Succès : Mise à jour effectuée pour Latitude 45.564719999865, Longitude 5.92833299988358
2024-10-06 18:23:26,140 - INFO - Ligne 1028/2618 : Mise à jour de la date et heure pour 49.4005000001846, 1.09904199999622
2024-10-06 18:23:26,153 - INFO - Succès : Mise à jour effectuée pour Latitude 49.4005000001846, Longitude 1.09904199999622
2024-10-06 18:23:26,153 - INFO - Ligne 1029/2618 : Mise à jour de la date et heure pour 45.9901120000703, 4.71556599980171
2024-10-06 18:23:26,165 - INFO - Succès : Mise à jour effectuée pour Latitude 45.9901120000703, Longitude 4.71556599980171
2024-10-06 18:23:26,165 - INFO - Ligne 1030/2618 : Mise à jour de la date et heure pour 46.0722240002064, 5.82083300042506
2024-10-06 18:23:26,177 - INFO - Succès : Mise à jour effectuée pour Latitude 46.0722240002064, Longitude 5.82083300042506
2024-10-06 18:23:26,177 - INFO - Ligne 1031/2618 : Mise à jour de la date et heure pour 44.5694430002562, 5.27897200043165
2024-10-06 18:23:26,189 - INFO - Succès : Mise à jour effectuée pour Latitude 44.5694430002562, Longitude 5.27897200043165
2024-10-06 18:23:26,189 - INFO - Ligne 1032/2618 : Mise à jour de la date et heure pour 48.8733330000044, 2.33027800029853
2024-10-06 18:23:26,201 - INFO - Succès : Mise à jour effectuée pour Latitude 48.8733330000044, Longitude 2.33027800029853
2024-10-06 18:23:26,201 - INFO - Ligne 1033/2618 : Mise à jour de la date et heure pour 44.5551950001672, 6.07301500018045
2024-10-06 18:23:26,216 - INFO - Succès : Mise à jour effectuée pour Latitude 44.5551950001672, Longitude 6.07301500018045
2024-10-06 18:23:26,216 - INFO - Ligne 1034/2618 : Mise à jour de la date et heure pour 45.2747230002974, 6.3497219998307
2024-10-06 18:23:26,232 - INFO - Succès : Mise à jour effectuée pour Latitude 45.2747230002974, Longitude 6.3497219998307
2024-10-06 18:23:26,233 - INFO - Ligne 1035/2618 : Mise à jour de la date et heure pour 48.0511169998905, 7.01111400023723
2024-10-06 18:23:26,248 - INFO - Succès : Mise à jour effectuée pour Latitude 48.0511169998905, Longitude 7.01111400023723
2024-10-06 18:23:26,249 - INFO - Ligne 1036/2618 : Mise à jour de la date et heure pour 43.8299000002999, 4.3619899995926
2024-10-06 18:23:26,267 - INFO - Succès : Mise à jour effectuée pour Latitude 43.8299000002999, Longitude 4.3619899995926
2024-10-06 18:23:26,267 - INFO - Ligne 1037/2618 : Mise à jour de la date et heure pour 48.6970800001459, 6.15419399979321
2024-10-06 18:23:26,283 - INFO - Succès : Mise à jour effectuée pour Latitude 48.6970800001459, Longitude 6.15419399979321
2024-10-06 18:23:26,284 - INFO - Ligne 1038/2618 : Mise à jour de la date et heure pour 16.2573069997402, -61.5917240003607
2024-10-06 18:23:26,300 - INFO - Succès : Mise à jour effectuée pour Latitude 16.2573069997402, Longitude -61.5917240003607
2024-10-06 18:23:26,301 - INFO - Ligne 1039/2618 : Mise à jour de la date et heure pour 45.6082199999151, 5.27087200021089
2024-10-06 18:23:26,315 - INFO - Succès : Mise à jour effectuée pour Latitude 45.6082199999151, Longitude 5.27087200021089
2024-10-06 18:23:26,316 - INFO - Ligne 1040/2618 : Mise à jour de la date et heure pour 4.93784670012282, -52.3209299997259
2024-10-06 18:23:26,329 - INFO - Succès : Mise à jour effectuée pour Latitude 4.93784670012282, Longitude -52.3209299997259
2024-10-06 18:23:26,329 - INFO - Ligne 1041/2618 : Mise à jour de la date et heure pour 47.7424999999031, -3.395009999658
2024-10-06 18:23:26,342 - INFO - Succès : Mise à jour effectuée pour Latitude 47.7424999999031, Longitude -3.395009999658
2024-10-06 18:23:26,342 - INFO - Ligne 1042/2618 : Mise à jour de la date et heure pour 49.1922200000328, -0.391111000326555
2024-10-06 18:23:26,354 - INFO - Succès : Mise à jour effectuée pour Latitude 49.1922200000328, Longitude -0.391111000326555
2024-10-06 18:23:26,354 - INFO - Ligne 1043/2618 : Mise à jour de la date et heure pour 48.8913880002415, 2.24055599987591
2024-10-06 18:23:26,366 - INFO - Succès : Mise à jour effectuée pour Latitude 48.8913880002415, Longitude 2.24055599987591
2024-10-06 18:23:26,366 - INFO - Ligne 1044/2618 : Mise à jour de la date et heure pour 45.7532999996927, 5.07219999998525
2024-10-06 18:23:26,378 - INFO - Succès : Mise à jour effectuée pour Latitude 45.7532999996927, Longitude 5.07219999998525
2024-10-06 18:23:26,379 - INFO - Ligne 1045/2618 : Mise à jour de la date et heure pour 45.7532999996927, 5.07219999998525
2024-10-06 18:23:26,391 - INFO - Succès : Mise à jour effectuée pour Latitude 45.7532999996927, Longitude 5.07219999998525
2024-10-06 18:23:26,391 - INFO - Ligne 1046/2618 : Mise à jour de la date et heure pour 48.8386150001873, 2.4127809998591
2024-10-06 18:23:26,404 - INFO - Succès : Mise à jour effectuée pour Latitude 48.8386150001873, Longitude 2.4127809998591
2024-10-06 18:23:26,404 - INFO - Ligne 1047/2618 : Mise à jour de la date et heure pour 48.8402800002083, 2.63527800037086
2024-10-06 18:23:26,417 - INFO - Succès : Mise à jour effectuée pour Latitude 48.8402800002083, Longitude 2.63527800037086
2024-10-06 18:23:26,417 - INFO - Ligne 1048/2618 : Mise à jour de la date et heure pour 48.8402800002083, 2.63527800037086
2024-10-06 18:23:26,431 - INFO - Succès : Mise à jour effectuée pour Latitude 48.8402800002083, Longitude 2.63527800037086
2024-10-06 18:23:26,432 - INFO - Ligne 1049/2618 : Mise à jour de la date et heure pour 48.8687700002676, 2.31123099976978
2024-10-06 18:23:26,449 - INFO - Succès : Mise à jour effectuée pour Latitude 48.8687700002676, Longitude 2.31123099976978
2024-10-06 18:23:26,450 - INFO - Ligne 1050/2618 : Mise à jour de la date et heure pour 48.9555499999541, 2.57527799990011
2024-10-06 18:23:26,466 - INFO - Succès : Mise à jour effectuée pour Latitude 48.9555499999541, Longitude 2.57527799990011
2024-10-06 18:23:26,467 - INFO - Ligne 1051/2618 : Mise à jour de la date et heure pour 48.5819439998197, 1.88333300041171
2024-10-06 18:23:26,483 - INFO - Succès : Mise à jour effectuée pour Latitude 48.5819439998197, Longitude 1.88333300041171
2024-10-06 18:23:26,484 - INFO - Ligne 1052/2618 : Mise à jour de la date et heure pour 43.2764499999454, 5.39735999974862
2024-10-06 18:23:26,499 - INFO - Succès : Mise à jour effectuée pour Latitude 43.2764499999454, Longitude 5.39735999974862
2024-10-06 18:23:26,500 - INFO - Ligne 1053/2618 : Mise à jour de la date et heure pour 49.1194420002004, 6.18083299965629
2024-10-06 18:23:26,514 - INFO - Succès : Mise à jour effectuée pour Latitude 49.1194420002004, Longitude 6.18083299965629
2024-10-06 18:23:26,515 - INFO - Ligne 1054/2618 : Mise à jour de la date et heure pour 43.6103860000526, 1.41520000026374
2024-10-06 18:23:26,530 - INFO - Succès : Mise à jour effectuée pour Latitude 43.6103860000526, Longitude 1.41520000026374
2024-10-06 18:23:26,530 - INFO - Ligne 1055/2618 : Mise à jour de la date et heure pour 43.5873450000132, 1.44400300032376
2024-10-06 18:23:26,544 - INFO - Succès : Mise à jour effectuée pour Latitude 43.5873450000132, Longitude 1.44400300032376
2024-10-06 18:23:26,544 - INFO - Ligne 1056/2618 : Mise à jour de la date et heure pour 47.1859199997665, -1.59149719997376
2024-10-06 18:23:26,559 - INFO - Succès : Mise à jour effectuée pour Latitude 47.1859199997665, Longitude -1.59149719997376
2024-10-06 18:23:26,560 - INFO - Ligne 1057/2618 : Mise à jour de la date et heure pour 51.0485799999799, 2.42004000000581
2024-10-06 18:23:26,576 - INFO - Succès : Mise à jour effectuée pour Latitude 51.0485799999799, Longitude 2.42004000000581
2024-10-06 18:23:26,577 - INFO - Ligne 1058/2618 : Mise à jour de la date et heure pour 49.8513340002108, 3.28400000031342
2024-10-06 18:23:26,588 - INFO - Succès : Mise à jour effectuée pour Latitude 49.8513340002108, Longitude 3.28400000031342
2024-10-06 18:23:26,589 - INFO - Ligne 1059/2618 : Mise à jour de la date et heure pour 49.8513340002108, 3.28400000031342
2024-10-06 18:23:26,600 - INFO - Succès : Mise à jour effectuée pour Latitude 49.8513340002108, Longitude 3.28400000031342
2024-10-06 18:23:26,601 - INFO - Ligne 1060/2618 : Mise à jour de la date et heure pour 49.2822199998627, 4.05111100029618
2024-10-06 18:23:26,613 - INFO - Succès : Mise à jour effectuée pour Latitude 49.2822199998627, Longitude 4.05111100029618
2024-10-06 18:23:26,613 - INFO - Ligne 1061/2618 : Mise à jour de la date et heure pour 46.6566850000422, -0.743680999706857
2024-10-06 18:23:26,625 - INFO - Succès : Mise à jour effectuée pour Latitude 46.6566850000422, Longitude -0.743680999706857
2024-10-06 18:23:26,625 - INFO - Ligne 1062/2618 : Mise à jour de la date et heure pour 43.5704999997927, 3.9118000001336
2024-10-06 18:23:26,637 - INFO - Succès : Mise à jour effectuée pour Latitude 43.5704999997927, Longitude 3.9118000001336
2024-10-06 18:23:26,637 - INFO - Ligne 1063/2618 : Mise à jour de la date et heure pour 46.3407199997582, 2.59394499958895
2024-10-06 18:23:26,651 - INFO - Succès : Mise à jour effectuée pour Latitude 46.3407199997582, Longitude 2.59394499958895
2024-10-06 18:23:26,653 - INFO - Ligne 1064/2618 : Mise à jour de la date et heure pour 46.1304319997242, 3.42569400005774
2024-10-06 18:23:26,669 - INFO - Succès : Mise à jour effectuée pour Latitude 46.1304319997242, Longitude 3.42569400005774
2024-10-06 18:23:26,670 - INFO - Ligne 1065/2618 : Mise à jour de la date et heure pour 43.8344000002437, 4.37439999976558
2024-10-06 18:23:26,687 - INFO - Succès : Mise à jour effectuée pour Latitude 43.8344000002437, Longitude 4.37439999976558
2024-10-06 18:23:26,688 - INFO - Ligne 1066/2618 : Mise à jour de la date et heure pour 49.3374000000503, 6.08207000027807
2024-10-06 18:23:26,708 - INFO - Succès : Mise à jour effectuée pour Latitude 49.3374000000503, Longitude 6.08207000027807
2024-10-06 18:23:26,709 - INFO - Ligne 1067/2618 : Mise à jour de la date et heure pour 48.074642000044, 7.35066699972224
2024-10-06 18:23:26,727 - INFO - Succès : Mise à jour effectuée pour Latitude 48.074642000044, Longitude 7.35066699972224
2024-10-06 18:23:26,728 - INFO - Ligne 1068/2618 : Mise à jour de la date et heure pour 49.1472239999556, 0.227221999667361
2024-10-06 18:23:26,747 - INFO - Succès : Mise à jour effectuée pour Latitude 49.1472239999556, Longitude 0.227221999667361
2024-10-06 18:23:26,747 - INFO - Ligne 1069/2618 : Mise à jour de la date et heure pour 43.310833, -0.391111
2024-10-06 18:23:26,762 - INFO - Succès : Mise à jour effectuée pour Latitude 43.310833, Longitude -0.391111
2024-10-06 18:23:26,762 - INFO - Ligne 1070/2618 : Mise à jour de la date et heure pour 46.162556, -1.153603
2024-10-06 18:23:26,774 - INFO - Succès : Mise à jour effectuée pour Latitude 46.162556, Longitude -1.153603
2024-10-06 18:23:26,775 - INFO - Ligne 1071/2618 : Mise à jour de la date et heure pour 46.58389, 0.345556
2024-10-06 18:23:26,787 - INFO - Succès : Mise à jour effectuée pour Latitude 46.58389, Longitude 0.345556
2024-10-06 18:23:26,787 - INFO - Ligne 1072/2618 : Mise à jour de la date et heure pour 45.18972, 0.727222
2024-10-06 18:23:26,799 - INFO - Succès : Mise à jour effectuée pour Latitude 45.18972, Longitude 0.727222
2024-10-06 18:23:26,799 - INFO - Ligne 1073/2618 : Mise à jour de la date et heure pour 43.58722, 1.443889
2024-10-06 18:23:26,811 - INFO - Succès : Mise à jour effectuée pour Latitude 43.58722, Longitude 1.443889
2024-10-06 18:23:26,812 - INFO - Ligne 1074/2618 : Mise à jour de la date et heure pour 44.84139, -0.65
2024-10-06 18:23:26,823 - INFO - Succès : Mise à jour effectuée pour Latitude 44.84139, Longitude -0.65
2024-10-06 18:23:26,824 - INFO - Ligne 1075/2618 : Mise à jour de la date et heure pour 43.37611, -0.536944
2024-10-06 18:23:26,836 - INFO - Succès : Mise à jour effectuée pour Latitude 43.37611, Longitude -0.536944
2024-10-06 18:23:26,836 - INFO - Ligne 1076/2618 : Mise à jour de la date et heure pour 46.143173, -0.396042
2024-10-06 18:23:26,850 - INFO - Succès : Mise à jour effectuée pour Latitude 46.143173, Longitude -0.396042
2024-10-06 18:23:26,851 - INFO - Ligne 1077/2618 : Mise à jour de la date et heure pour 44.508656, 0.142503
2024-10-06 18:23:26,865 - INFO - Succès : Mise à jour effectuée pour Latitude 44.508656, Longitude 0.142503
2024-10-06 18:23:26,866 - INFO - Ligne 1078/2618 : Mise à jour de la date et heure pour 43.643055, 1.46765
2024-10-06 18:23:26,881 - INFO - Succès : Mise à jour effectuée pour Latitude 43.643055, Longitude 1.46765
2024-10-06 18:23:26,882 - INFO - Ligne 1079/2618 : Mise à jour de la date et heure pour 43.610558, 2.23
2024-10-06 18:23:26,898 - INFO - Succès : Mise à jour effectuée pour Latitude 43.610558, Longitude 2.23
2024-10-06 18:23:26,899 - INFO - Ligne 1080/2618 : Mise à jour de la date et heure pour 47.322826, -2.039853
2024-10-06 18:23:26,914 - INFO - Succès : Mise à jour effectuée pour Latitude 47.322826, Longitude -2.039853
2024-10-06 18:23:26,915 - INFO - Ligne 1081/2618 : Mise à jour de la date et heure pour 44.800556, -0.588056
2024-10-06 18:23:26,930 - INFO - Succès : Mise à jour effectuée pour Latitude 44.800556, Longitude -0.588056
2024-10-06 18:23:26,930 - INFO - Ligne 1082/2618 : Mise à jour de la date et heure pour 43.63028, 0.179722
2024-10-06 18:23:26,946 - INFO - Succès : Mise à jour effectuée pour Latitude 43.63028, Longitude 0.179722
2024-10-06 18:23:26,946 - INFO - Ligne 1083/2618 : Mise à jour de la date et heure pour 45.772167, 3.0875
2024-10-06 18:23:26,960 - INFO - Succès : Mise à jour effectuée pour Latitude 45.772167, Longitude 3.0875
2024-10-06 18:23:26,960 - INFO - Ligne 1084/2618 : Mise à jour de la date et heure pour 41.958027, 8.820278
2024-10-06 18:23:26,972 - INFO - Succès : Mise à jour effectuée pour Latitude 41.958027, Longitude 8.820278
2024-10-06 18:23:26,973 - INFO - Ligne 1085/2618 : Mise à jour de la date et heure pour 43.6389642135529, 5.09999637937892
2024-10-06 18:23:26,985 - INFO - Succès : Mise à jour effectuée pour Latitude 43.6389642135529, Longitude 5.09999637937892
2024-10-06 18:23:26,985 - INFO - Ligne 1086/2618 : Mise à jour de la date et heure pour 45.1806746477571, 5.72005850424242
